"","artist","avg_views","avg_streams"
"1261","Dulce María",15320500.7,57597622.3
"1262","Maite Perroni",52411116.2,57597622.3
"1263","RBD",15808662.9,57597622.3
"1264","Cazzu",162430966.8,57505416.4
"1265","Money Man",24148983.1,57315897.4
"1266","Wings",2370099.6,57290895.6
"1267","Patrick Watson",12386301.3,57280379.2
"1268","Max Richter",1200347.8,57174233.7
"1269","Jenni Rivera",21337648.9,57030337.5
"1270","Skank",17314495.4,56880167
"1271","Jerry Rivera",59076271.6,56843878.1
"1272","Tommee Profitt",107977116.2,56825423.6
"1273","Dimitri Vegas & Like Mike",3877674,56804152.4
"1274","Barbra Streisand",11009534.7,56751372.5
"1275","Reyli Barba",13446252.9,56737609.3
"1276","Jeezy",38068408.2,56625679.8
"1277","NCT 127",67431530.1,56482574.7
"1278","Gzuz",18583511.6,56344281
"1279","Takeoff",24536430.4,56246287.9
"1280","El Komander",44381918.6,56149201.8
"1281","Mr.Kitty",1446879,56144734.5
"1282","Aleks Syntek",31812743.2,56103142.1
"1283","Lil Yachty",9417315,56090535.1
"1284","Grupo Menos É Mais",16824144.5,55970612.6
"1285","Killswitch Engage",19272825.5,55915465.8
"1286","Chalino Sanchez",58649831.5,55906018.9
"1287","Natalie Cole",940917.1,55765240.9
"1288","Carly Simon",12267801.8,55736912.5
"1289","Pink Floyd",8542964.3,55736863.2
"1290","Leonard Cohen",46569891.7,55645228.6
"1291","Kany García",52177935.4,55636697
"1292","Los Cadetes De Linares",2456985.8,55627635.5
"1293","James Brown",16292288.5,55544491.8
"1294","Chris Lake",16064149.9,55505565.1
"1295","Nine Inch Nails",9872421.9,55440352.9
"1296","Yuri",37647814.1,55351090
"1297","Shilpa Rao",60568992.3,55327904.6
"1298","Xand Avião",79242056.4,55048523.7
"1299","Glee Cast",16753659.9,55012279.6
"1300","Badshah",346600709.5,54966929.5
"1301","Joan Jett & the Blackhearts",98701312,54940925.8
"1302","UZI",28577076.4,54795831.3
"1303","Kumaar",173823342.2,54507710.8
"1304","María José",78360148.1,54376658.3
"1305","Lloyd",35077726.3,54353526.7
"1306","Stereophonics",14732227.1,54326620.4
"1307","Diego Torres",59982086.9,54299378.7
"1308","Alabama",14478863.4,54287110.5
"1309","Keri Hilson",69044965.8,54217867.5
"1310","Angel Y Khriz",35995796.6,54190247.9
"1311","Ado",78219067.4,54054545.6
"1312","Soda Stereo",42736025.4,54007348.1
"1313","Fuerza Regida",49527807.6,53999432.6
"1314","Turma do Pagode",86185780.2,53937977.3
"1315","Luther Vandross",30342098.6,53900165.1
"1316","Eddie Santiago",4646997.3,53875980
"1317","Christopher Cross",8109923.9,53810020.2
"1318","Tito ""El Bambino""",38008182.1,53796647.1
"1319","Lasso",36751504.6,53675925.9
"1320","Celia Cruz",36886525.8,53573514.4
"1321","PXNDX",39990406.6,53462267.4
"1322","No Te Va Gustar",37477803.2,53372046.5
"1323","ATEEZ",59725950.4,53363049.1
"1324","Cultura Profética",39448124.3,53296865.8
"1325","Miranda!",69532580.3,53160149.3
"1326","Sheryl Crow",10853556.4,53155405.3
"1327","Conjunto Primavera",64890661.2,53127417.6
"1328","FLETCHER",4803540.8,53080335.9
"1329","Benny Sings",4238336.8,52896820.5
"1330","Capo Plaza",30366024.4,52846155.1
"1331","t.A.T.u.",55545561.4,52843209
"1332","Khruangbin",2760414.1,52778920.5
"1333","Ñejo",62668082.4,52751602.3
"1334","Los Angeles De Charly",23382004.8,52683740.2
"1335","Peso Pluma",29825432.8,52636033.9
"1336","Depeche Mode",126999260.5,52601519.8
"1337","Ana Bárbara",63408624.5,52545583.2
"1338","Tom Jones",4350568.7,52536433
"1339","Frankie Ruiz",3554961.5,52528381
"1340","King",79017237.2,52460698.1
"1341","Yelawolf",69113724,52434524.5
"1342","Fujii Kaze",23329300.7,52381486.3
"1343","Bob Sinclar",71052350.6,52337948.6
"1344","Bethel Music",42007021.8,52121426.4
"1345","Jesús Adrián Romero",143353503.8,52047669.6
"1346","Tulsi Kumar",140323451.4,51925917.1
"1347","Felipe Amorim",37149779.9,51910434.2
"1348","Soolking",166432615,51908791.2
"1349","Yoko Ono",5450107.8,51897326.6
"1350","Pancho Barraza",11215686.3,51856224.5
"1351","Mithoon",156319152.8,51769171.4
"1352","MC Cabelinho",51234686,51664249.4
"1353","J Alvarez",37188113.2,51640023.9
"1354","Diana Ross",3738758,51587596.9
"1355","C418",2890680.8,51562125.1
"1356","Majestic",2812792,51561093.8
"1357","Tony Bennett",5919278.3,51548483.3
"1358","Lil' Kim",57361971.3,51512476.7
"1359","Gazo",16799050.2,51418375.7
"1360","Jackson Browne",4282118.7,51404105.6
"1361","KK",76255969,51303489.3
"1362","Daniel Hope",241455.2,51278777.5
"1363","Dave Matthews Band",7343844.2,51264785.8
"1364","Eden Muñoz",41540952.1,51188799.7
"1365","Pet Shop Boys",55628878.8,51138853.1
"1366","LE SSERAFIM",28842043.9,51129605.3
"1367","Darshan Raval",199370643.8,51118561.6
"1368","Interpol",12954662.7,51107518.2
"1369","Jay Chou",64163915.6,50992422.3
"1370","Tom Rosenthal",8408055.2,50947285.1
"1371","Mägo de Oz",54092811,50920108
"1372","Fito y Fitipaldis",28579366.4,50875275.8
"1373","Pinguini Tattici Nucleari",13439284.5,50763620.4
"1374","Alejandra Guzman",60371817.3,50714205.4
"1375","Timbiriche",446763,50698831.4
"1376","Slayer",9881744,50545487.8
"1377","Mi Banda El Mexicano",5524889.6,50445214.6
"1378","Mohit Chauhan",129018394.2,50430966.5
"1379","Brooke Ligertwood",68559339,50407886
"1380","Babasónicos",16953248.2,50288216.5
"1381","Maes",33656210.9,50244992.3
"1382","Chris Isaak",4896981.5,50199283.6
"1383","Vaundy",33426404.8,50014309.1
"1384","Randy",12560373.3,49982903.3
"1385","112",21913445.9,49896385.5
"1386","Alex Ubago",31968926.3,49822119.3
"1387","Johann Sebastian Bach",3953852.1,49784472.7
"1388","Hank Williams, Jr.",24846546.4,49781930.2
"1389","Hungria Hip Hop",153911254,49510141.1
"1390","Travis Tritt",6575360.2,49484164.3
"1391","Chevelle",20764078.9,49358651.2
"1392","Grateful Dead",4992139.6,49342323.6
"1393","KC & The Sunshine Band",0,49338021.2
"1394","ONE OK ROCK",38696238,49225094.4
"1395","Kendo Kaponi",54161353.3,49130445.4
"1396","Vishal Mishra",85227634.5,49105356.9
"1397","Elvis Crespo",41804413.6,49011306
"1398","Amitabh Bhattacharya",68708798.8,48974810.7
"1399","Sachin-Jigar",86745472.9,48912126.5
"1400","Mc Poze do Rodo",74833448.6,48850187.3
"1401","Coez",32397208.5,48678596
"1402","Hardwell",19463820.7,48613826.3
"1403","Jory Boy",67405935,48545577.7
"1404","SCH",63643097.3,48542060.4
"1405","Rochak Kohli",129520894.9,48511096.1
"1406","Los Invasores De Nuevo León",4172770,48423692.4
"1407","Nardo Wick",27924909.6,48371721.2
"1408","Abel Pintos",44996189.6,48266198.6
"1409","Estopa",18282623.5,48216856.2
"1410","TAEYEON",53256252.3,48201879.9
"1411","Randy Travis",15885343.5,48172009.4
"1412","Faith Hill",16243389,48146289.2
"1413","Em Beihold",3565282.2,48122364.2
"1414","Stan Getz",878669.9,47949518.9
"1415","London Symphony Orchestra",1533224.2,47946205.8
"1416","Moira Dela Torre",15533762.3,47723278.5
"1417","Erykah Badu",21076878.9,47642655.8
"1418","Kelly Rowland",38857357.1,47599290.7
"1419","Mazzy Star",7475867.3,47585928.6
"1420","Cassie",70917893.9,47542881.4
"1421","NCT DREAM",62854903.9,47444710
"1422","Belinda",113024547,47359263.2
"1423","Grupo Frontera",50195886.4,47259643.9
"1424","Silvestre Dangond",234797439.9,47256880.4
"1425","DVRST",14643156.2,47143281.1
"1426","Los Prisioneros",8555524,46963301.5
"1427","Cássia Eller",15343476.9,46938537
"1428","Anirudh Ravichander",79663249,46909213.8
"1429","Miracle Tones",9188479.8,46811800
"1430","RADWIMPS",48184726.6,46778724
"1431","MC Hariel",58697195.5,46727696
"1432","Method Man",20022256.6,46595325.8
"1433","Vedo",12241654.8,46545334.9
"1434","Twista",12747783.1,46523752.1
"1435","JJ Lin",57810309.1,46522993.7
"1436","Morad",33453725.4,46521272.7
"1437","070 Shake",9609935.9,46474861.7
"1438","Duman",29257764.4,46255152.3
"1439","João Gilberto",3527918.5,46168555.8
"1440","Orelsan",23000082.9,46114921.5
"1441","Scooter",24357623.1,46104110.3
"1442","Vilma Palma e Vampiros",25323222.9,45946437.6
"1443","Grupo Bryndis",64591642.9,45803923.8
"1444","Toby Fox",20651919.6,45780904.4
"1445","Gaab",88218553.3,45722548.1
"1446","Solfeggio Healing Frequencies MT",9258907,45527227.5
"1447","Ivan Cornejo",9051678,45519731.6
"1448","First Aid Kit",7120712.1,45519036.5
"1449","Jay Park",44744029.8,45447958.7
"1450","Duelo",26003828.4,45405487.7
"1451","Ana Castela",59719854.1,45279844
"1452","Brandy",26910272.8,45254472.1
"1453","Alka Yagnik",202677193.3,45138624.2
"1454","José Luis Perales",10533567.7,45100977.3
"1455","Fito Paez",5412655.7,45004186.6
"1456","Raí Saia Rodada",109643565.2,44990865.5
"1457","Leo Dan",82673043.8,44990194.5
"1458","Aaliyah",6021925.8,44989273
"1459","Janelle Monáe",25379344.7,44977496.5
"1460","Los Acosta",35713680.7,44776940.9
"1461","Wesley Safadão",64422705.8,44772099
"1462","Neeti Mohan",99898144.9,44764421.7
"1463","Stevie Ray Vaughan",5062017.7,44720145.8
"1464","Mœnia",28714190.2,44714725.6
"1465","Niska",70493612,44572745.1
"1466","Armaan Malik",165264013,44466563.5
"1467","Mijares",31296901.4,44452801.2
"1468","El Canto Del Loco",18410478,44385133.8
"1469","HARDY",10819200.6,44281923.6
"1470","Lomepal",20806868.8,44181540
"1471","Binomio de Oro de América",36794687.6,44140637.2
"1472","Kontra K",16614677.6,44129993.8
"1473","Jul",60438573.5,44085368.5
"1474","Aimer",28333908.7,44063482.3
"1475","Afrojack",15223681.1,43932888.4
"1476","Madlib",2664782.2,43911608
"1477","Fred again..",1594450.4,43456375.2
"1478","D-Block Europe",12997539.3,43367489.9
"1479","Prezioso",9738408.8,43364878.4
"1480","Maelo Ruiz",12381867.2,43353725.1
"1481","O Rappa",26993807.5,43349071.6
"1482","Pixote",115232031.5,43335565
"1483","Los Cafres",69020829.7,43249569.8
"1484","Lazza",8637457.8,43067974.9
"1485","Casting Crowns",22591845.3,43041880.5
"1486","Mc Kevin",76070026.7,42966805.1
"1487","Latto",14132714.1,42801554.6
"1488","Nick Cave & The Bad Seeds",3020790,42765656
"1489","Los Bunkers",32397568.7,42751993
"1490","Shakin' Stevens",12083259.7,42700994.1
"1491","Los Pericos",14522784.4,42678554.6
"1492","Camilo Sesto",31661294.2,42672389.8
"1493","George Benson",6202680.8,42621982.9
"1494","Dhanush",57134232.4,42349374
"1495","Helene Fischer",21527068.9,42269502.9
"1496","Madvillain",4112102.4,42046001.2
"1497","Víctor Manuelle",53387942.1,41980143.7
"1498","Montell Fish",1744990.8,41835162.9
"1499","Young Dolph",27218611.2,41796123.4
"1500","Damas Gratis",133143234.3,41681873
"1501","Mark Morrison",59486296.3,41648898
"1502","Luciano",12700777.7,41572763.6
"1503","Roberto Carlos",13636003.5,41553518.1
"1504","Claude Debussy",29978749.4,41468494.1
"1505","La Santa Grifa",33811988.9,41441959
"1506","John Coltrane",3208407.8,41372433.7
"1507","Tayc",34835989.4,41321401.5
"1508","Joe",34885426,41289925
"1509","Earl Sweatshirt",6315358.1,41148117.9
"1510","back number",45773225.5,41001826.6
"1511","Héctor ""El Father""",5253515.6,40995080.3
"1512","Men I Trust",5356710.1,40991512.2
"1513","Chet Baker",2678846.5,40858054.2
"1514","Glenn Fredly",15330767.3,40712470.6
"1515","Sheila On 7",32289039.5,40600334.4
"1516","Eraserheads",8106271.4,40592445.4
"1517","Omar Apollo",1738930.4,40577446.2
"1518","Antonio Aguilar",35485997.5,40518734.9
"1519","Pablo Chill-E",20684161.2,40509551.1
"1520","Tribo da Periferia",147994387.5,40466068.6
"1521","Marracash",17193430.7,40441950.1
"1522","Parokya Ni Edgar",9699042.6,40438789.6
"1523","Fatboy Slim",23180102.4,40332041.2
"1524","Peter Fox",13323575.2,40331112.2
"1525","Sido",11230105.1,40324827.4
"1526","Antonio Orozco",22412102.7,40181742.7
"1527","Antônio Carlos Jobim",678546.6,40144361.2
"1528","Claptone",14551174.1,40101144.3
"1529","Noah Kahan",1286143,39922499.4
"1530","Capo",27665562.9,39839332.3
"1531","Joaquín Sabina",47681173.1,39808904.1
"1532","Belanova",34487627.7,39789612.7
"1533","Placebo",20602478.9,39659416
"1534","Sergio Vega ""El Shaka""",53698388.8,39610478.8
"1535","India Martinez",18670680.1,39526981.9
"1536","The Lyndhurst Orchestra",12739118,39518388.9
"1537","Bailey Zimmerman",10527573.6,39423171.9
"1538","Siddhartha",17164319.4,39336742.6
"1539","Gemitaiz",12827452.2,39330501.4
"1540","Ivy Queen",15416563.5,39328126.2
"1541","Thiaguinho",48603302.9,39236853.8
"1542","Marisela",4948826.3,39164212.6
"1543","Klaas",3219378.4,39064236.7
"1544","Charles Ans",36536755,39029684.7
"1545","Nikhita Gandhi",143432169.1,39028094.4
"1546","Mos Def",4953094.2,38995938.1
"1547","Lulu Santos",2020144.4,38896521.9
"1548","Maneva",31694491,38836601.8
"1549","Ocean Waves For Sleep",8807906.6,38786842.2
"1550","Sarah McLachlan",12272790.9,38693514.9
"1551","Timmy Trumpet",17002246,38653097.3
"1552","Diljit Dosanjh",75531583.7,38640660.6
"1553","Skylar Grey",27774690.6,38606528
"1554","Ufo361",8323518.7,38603359.6
"1555","Gavin Greenaway",6090742.8,38536359.1
"1556","Billie Holiday",2405426.6,38535424.5
"1557","Frédéric Chopin",71642105.1,38524037.1
"1558","Aphex Twin",3169482.7,38506580.7
"1559","Set It Off",6604847.3,38500436.1
"1560","Diego Verdaguer",65250141.2,38475966.2
"1561","Ludwig van Beethoven",16374607.3,38398610.1
"1562","Ronnie Flex",20038718.7,38273741.8
"1563","Hamza",10575671.8,38145423.1
"1564","Lamb of God",12165553.4,38123902
"1565","Diana Krall",4680106.1,37998601.5
"1566","Fuego",11970622.5,37960266.7
"1567","Ovi",38028986.4,37943326.8
"1568","Djavan",9457320.4,37668587.1
"1569","Baby Rasta",67692811.5,37554682.2
"1570","Millonario",52314675.9,37463242.1
"1571","Rashmi Virag",157854446,37440179.1
"1572","Brandi Carlile",7114015.6,37416737.1
"1573","Murda",56623114.7,37352906.7
"1574","NATTAN",46935047.9,37107231.3
"1575","I Virtuosi Italiani",6951473.8,37090518.8
"1576","Vanesa Martín",19819043.7,37078747.2
"1577","Benny Benassi",24937056.5,37075780.6
"1578","mor ve ötesi",22075987,37050658.7
"1579","Lindsey Stirling",113894894.8,36974111.9
"1580","Alonzo",47428362.8,36971309.7
"1581","Jelly Roll",42048003.3,36939197.4
"1582","Pesado",30649508,36912829
"1583","CoComelon",1460167121.1,36908215.4
"1584","La Mosca Tse-Tse",12353093.5,36888766.6
"1585","SDP",25751755.9,36882684.7
"1586","Sid Sriram",31847182.2,36680870.7
"1587","Jonita Gandhi",107306465.8,36572803.8
"1588","Xavier Wulf",3255341.8,36533851.1
"1589","Ajaxx",42342240.8,36521017.4
"1590","Guru Randhawa",324586188.1,36459631.4
"1591","Héctor Lavoe",7262235.3,36369653.4
"1592","Charles Aznavour",4612393.2,36337210.7
"1593","Patricio Rey y sus Redonditos de Ricota",8433028.5,36264821.5
"1594","WIU",28616976.6,36238644
"1595","Motionless In White",15094628.5,36230511.4
"1596","Javed Ali",66173119.2,36145383.7
"1597","Marcela Gandara",154037363.9,36130093.9
"1598","Nate Dogg",28996598.4,36111160.1
"1599","Shashaa Tirupati",153834596.9,36098598.2
"1600","Darlene Love",3708238.4,36035248.2
"1601","Jamie Foxx",19236876.9,35864112.1
"1602","La K'onga",34711568.8,35556629.6
"1603","Amaal Mallik",88894535.5,35550658.9
"1604","Toni Braxton",131572029.3,35411865.3
"1605","Bronco",41086137.3,35390922.4
"1606","Jota Quest",53734205.2,35368886.8
"1607","Beach Weather",1695580.4,35221061.1
"1608","Metallica",245346151.1,35164859.9
"1609","Silvio Rodríguez",3402038.6,35146051.1
"1610","Rahat Fateh Ali Khan",224085515.8,35100021.8
"1611","Booba",37533626.1,35009694.4
"1612","Vince Guaraldi Trio",3102602.6,34986449.9
"1613","Super Simple Songs",436956069.9,34813214.7
"1614","YSY A",25792972.9,34752509.2
"1615","Müslüm Gürses",52401517.4,34712055.9
"1616","Lisa Gerrard",2399296.3,34699128.7
"1617","Los Huracanes del Norte",16772629.7,34628593.5
"1618","Redman",13290376.7,34118466.8
"1619","Liberación",36017203.6,34036121.3
"1620","Kotim",32855562.5,34027070.9
"1621","Vasco Rossi",23998607.1,34010945.5
"1622","Ernia",10990890.4,33986852.2
"1623","LUDMILLA",60990424.9,33959190.4
"1624","Espinoza Paz",57048424.9,33957177.5
"1625","Nightwish",45918806.2,33944874.9
"1626","Amit Trivedi",39222478.6,33941677.6
"1627","Los Gemelos De Sinaloa",16452300.2,33936809.9
"1628","Wolfgang Amadeus Mozart",2119404.3,33917139.1
"1629","C-Kan",90554692.3,33879142
"1630","Ankit Tiwari",72451795.2,33871003.9
"1631","Los Caligaris",24263570.8,33870434.3
"1632","Michael Giacchino",4499750.2,33852299
"1633","Mindless Self Indulgence",4650838.2,33720601.2
"1634","INNA",40343158.9,33488368.4
"1635","Os Paralamas Do Sucesso",3270551.1,33471637.5
"1636","Leo Santana",77318477.9,33446598.2
"1637","Akhil",150363484.4,33446232.8
"1638","Kate Bush",45412216,33419434.8
"1639","Ocean Sounds",11627747.5,33349483.2
"1640","Palak Muchhal",95694610.2,33288906.3
"1641","Mc Paiva ZS",41092864.5,33237116.5
"1642","Marcianeke",32926976.4,33215737.8
"1643","Howard Shore",3793074.9,33181806.6
"1644","Ol' Dirty Bastard",6475084.9,33071318.5
"1645","Sonu Nigam",166907814.5,33024966.2
"1646","Ramin Djawadi",10828664.4,32956030.7
"1647","Manuel Carrasco",29076878.8,32879167.9
"1648","Hotel Ugly",465774.8,32843528.5
"1649","Zé Ramalho",151771289.6,32714699.3
"1650","Shekhar Ravjiani",66062413.3,32691400.8
"1651","Charly García",4829473.2,32538686.8
"1652","Rubén Blades",6164191.1,32474652.9
"1653","Ramirez",7896976.6,32340430.7
"1654","Alceu Valença",73999165.8,32230114.9
"1655","Girls' Generation",140306931.8,32183028.9
"1656","Three 6 Mafia",13276791.5,32156535.1
"1657","Murilo Huff",19504442.2,32030835.2
"1658","Lvbel C5",16217021.9,31965337.7
"1659","TAEYANG",81082549.1,31858414
"1660","Jimmy Buffett",2785557.1,31783107.3
"1661","Mabel Matiz",82233137.4,31770671
"1662","James Horner",1470981.4,31747858.5
"1663","Sunidhi Chauhan",75261970.7,31687280.7
"1664","Banda Machos",9443735.6,31595186.8
"1665","Smino",4122520.2,31588474.8
"1666","Engenheiros Do Hawaii",7779645.5,31515842.7
"1667","Justine Skye",3547836.7,31493673.6
"1668","Tiakola",9232959.5,31445087.2
"1669","E-40",13252954,31366065.3
"1670","Seu Jorge",17124347.9,31333524.8
"1671","Mase",6669585.4,31270694.5
"1672","thasup",7073184.7,31190781.1
"1673","Rafaga",18810632,31103945.6
"1674","Misfits",9145298.9,31085414.2
"1675","Sorriso Maroto",42940147.3,31046560.1
"1676","Kris Kristofferson",13889756.9,30994638.7
"1677","Grupo Revelação",71421735.5,30973175.4
"1678","Péricles",20835550.3,30903983.3
"1679","Gala",41716238.1,30890747.6
"1680","Erik Satie",14425361.9,30827076.6
"1681","Tiziano Ferro",22837049.3,30779273.9
"1682","Ke Personajes",64865707.2,30733483.5
"1683","La Sonora Dinamita",232850875.7,30727877.8
"1684","Udit Narayan",191324041.2,30588719.8
"1685","El Cuarteto De Nos",18022347.4,30408317.7
"1686","Emis Killa",18085473.6,30276977.7
"1687","Oruam",52059750.9,30030271.2
"1688","Dallass",40493399,29902081.4
"1689","Shankar-Ehsaan-Loy",65635978.4,29640033
"1690","Tarkan",59746598.2,29612419.3
"1691","Jorge Drexler",9665940.6,29539818.6
"1692","Marisa Monte",12297873.8,29448203.5
"1693","Thomas Newman",2436511.8,29443333.9
"1694","Camille Saint-Saëns",19733631.4,29409817.1
"1695","Armand Van Helden",2556233.6,29314289.8
"1696","Kalash",45932828.5,29263378.2
"1697","James Newton Howard",6861358.5,29217453.6
"1698","Exaltasamba",17662361.7,29101224
"1699","Julio Iglesias",2911357.2,28868514.8
"1700","J.J. Cale",1681688.5,28858296.3
"1701","Xzibit",13075372.5,28828597.4
"1702","Alan Gomez",43216931,28820378
"1703","Edgardo Nuñez",27695862.3,28767977.4
"1704","Too $hort",18741327.2,28705260.9
"1705","Gojira",8975841.8,28690699.7
"1706","Andrés Cepeda",50896803.5,28638192.3
"1707","Ying Yang Twins",18512905.3,28542172
"1708","Jovanotti",26986916.6,28412308.4
"1709","Phil Wickham",16776489.5,28378026.9
"1710","Hillsong Worship",90466237.8,28277239.7
"1711","Luchè",9844710.1,28196991.4
"1712","Código FN",9377045.2,28146053.1
"1713","Alex G",673739.6,28118739.6
"1714","Kavita Seth",33461576.3,28016779.2
"1715","Callejero Fino",60055068,27980956
"1716","Kaskade",5976934.5,27906153.9
"1717","John Powell",1914478.1,27884729.5
"1718","Los Inquietos Del Norte",55085187.9,27743220.5
"1719","Los Yonic's",9954422.3,27713097.3
"1720","Fernandinho",37659736.9,27589648.9
"1721","Neeraj Shridhar",115335723.2,27583293.8
"1722","BK",85914483.7,27560783
"1723","Peter Gabriel",21847814.8,27514589.7
"1724","Soprano",112525388.9,27094368
"1725","Alexandre Desplat",445168.3,26902321.1
"1726","Bonobo",3389196.8,26705952.9
"1727","Insane Clown Posse",5326083.2,26681601.2
"1728","Ennio Morricone",10255681.3,26612117.2
"1729","Vishal Dadlani",147580024.2,26591833.8
"1730","Freddie Gibbs",3643599.8,26580067.7
"1731","South Park Mexican",4143387.7,26560831.8
"1732","Sezen Aksu",24745886.6,26435557.9
"1733","Lang Lang",680061,26415203.7
"1734","Gene Autry",885485.4,26376596.6
"1735","Fiona Apple",7915815.8,26321807.1
"1736","Raffi",1982758.1,26232231.3
"1737","Dewa 19",18151424.1,26116235.9
"1738","Cem Adrian",26901144.3,26092850.9
"1739","Shankar Mahadevan",70497395.3,26023922.3
"1740","Yo Yo Honey Singh",205414860.9,26012344.2
"1741","Davido",48286980.9,25982537.5
"1742","Los Caminantes",8401619.5,25974931.3
"1743","Chinmayi",28151534.7,25968086.1
"1744","James Carter",7721637.9,25958619.1
"1745","Ray Dalton",4712428.7,25912965.8
"1746","Jorge Ben Jor",3218458.9,25899838.9
"1747","Zezé Di Camargo & Luciano",25883254,25875660.7
"1748","Jatin-Lalit",256950909.5,25858190.5
"1749","LX",17323423.3,25791374.1
"1750","Last Child",52695197.6,25787056.5
"1751","TobyMac",25240453.2,25728427.3
"1752","Elliott Smith",1900304.5,25569100.4
"1753","Øneheart",3462331,25519943.5
"1754","Die Ärzte",7419173.2,25480437.6
"1755","Roop Kumar Rathod",102331889.3,25432653.6
"1756","Meet Bros.",213817870.2,25399069.7
"1757","Jeet Gannguli",93624497.7,25312592.5
"1758","Duster",440087.5,25273617.3
"1759","Los Rehenes",18855928.6,25269028.5
"1760","Sub Focus",8333084.9,25264716.1
"1761","Eduardo Costa",94822638.7,25241011.5
"1762","DIVINE",87375776,25213811.7
"1763","Boosie Badazz",20121360.4,25192557.5
"1764","Ahmet Kaya",34336755.6,25179984.5
"1765","INTERWORLD",4929325.4,25177863.4
"1766","Popcaan",13402147.3,25155012.2
"1767","Teoman",8303000.3,25147299.3
"1768","Chitãozinho & Xororó",76238633,25116898.4
"1769","Luciano Pereyra",54010396.1,25084780.2
"1770","Hikaru Utada",31661575.8,25016413.4
"1771","Oscar Maydon",15187870.3,24931113.2
"1772","Harshdeep Kaur",100584084.5,24872878.8
"1773","Cocteau Twins",1358094.4,24805147.9
"1774","In Flames",3577385.7,24788812.4
"1775","Afgan",22250853.7,24719770.9
"1776","Lecrae",12299460.4,24489795.5
"1777","Kool Savas",10037811.2,24317852.8
"1778","Los Palmeras",10465541.8,24250710.3
"1779","Die Kita-Frösche",23067286.3,24171496.2
"1780","Karsten Glück",13558239.9,24171496.2
"1781","Simone Sommerland",23162927.6,24171496.2
"1782","Hector & Tito",5517.2,23986791.8
"1783","The Alchemist",849338,23915808.8
"1784","Mc Lipi",47447609.8,23893577
"1785","Benny Dayal",92755495.1,23823909.8
"1786","Grupo Arriesgado",16325771.9,23801166.8
"1787","Banda Pequeños Musical",16436143.3,23782168.9
"1788","Maldy",39042391.6,23764250.1
"1789","Pyotr Ilyich Tchaikovsky",162893.3,23702774.4
"1790","José Alfredo Jimenez",8811803.3,23696516.2
"1791","Coi Leray",30387297.9,23628202.9
"1792","Tz da Coronel",29182876.3,23612950.3
"1793","Jadakiss",8335263.2,23538231.3
"1794","Shafqat Amanat Ali",58897710.2,23496898.4
"1795","The Wiggles",14878671.6,23476185.4
"1796","Kelis",27975961.7,23461799.7
"1797","Banda Cuisillos",5630655.9,23217883
"1798","Miel San Marcos",21084105.2,23194232
"1799","Eason Chan",13216945.3,22993879.1
"1800","Don Diablo",8240235.9,22948038.4
"1801","Bushido",16974566.8,22878286.7
"1802","Young Cister",7800048.2,22813655.5
"1803","Mr.Children",29106057.4,22806439.3
"1804","Devi Sri Prasad",56757610.2,22749680.4
"1805","RM",7477195.4,22684768.2
"1806","Grupo Laberinto",22686742.2,22644437.5
"1807","Rekha Bhardwaj",76164031.2,22520026.1
"1808","Shaan",106140873.3,22411749
"1809","DJ Drama",8691456.9,22301436.1
"1810","Vybz Kartel",21422027.3,22238726.3
"1811","Konshens",12677083.1,22223379.8
"1812","Luciano Pavarotti",23814756.8,22153363
"1813","Fabri Fibra",27020435.7,22147420.7
"1814","Vierra",16116485.6,22128494.8
"1815","Mika Singh",191261492.7,22030900.9
"1816","Serdar Ortaç",21730867.3,22023441.8
"1817","AYLIVA",7294075.9,22010780.4
"1818","Kailash Kher",168339778.2,21986188.2
"1819","La Joaqui",39470752.4,21947089.1
"1820","Joe Hisaishi",3116679.6,21906202.8
"1821","Dybbukk",1477318.1,21902445.2
"1822","Bad Omens",6526328.1,21895475
"1823","Raça Negra",65186894.9,21851592.7
"1824","Ice Nine Kills",2812550.9,21806699.9
"1825","Los Panchos",8433758.2,21794897.8
"1826","Silambarasan TR",44113885.1,21757485
"1827","La Sonora Santanera",56015801.6,21738477.9
"1828","Karan Aujla",41033881.4,21709045.8
"1829","Jóhann Jóhannsson",183773.9,21649945.9
"1830","Yuvan Shankar Raja",29332160,21648418.8
"1831","Jeremy Soule",1502883.4,21605974.2
"1832","Javier Solís",24664228,21579181.2
"1833","Kingpin Skinny Pimp",5453653.1,21572029.3
"1834","Yovie & Nuno",0,21529619.3
"1835","Kollegah",11481941.1,21519370.7
"1836","Santhosh Narayanan",74587958.1,21474693.6
"1837","Julio Jaramillo",19688971.8,21433995.5
"1838","Böhse Onkelz",6746190,21398349.7
"1839","Nusrat Fateh Ali Khan",35734127.4,21210390.1
"1840","Sagopa Kajmer",39038079.2,21183872.1
"1841","Clayton & Romário",0,21120027.5
"1842","WWE",6967969,21108078.9
"1843","Thaman S",67599873.1,21033810.3
"1844","Divya Kumar",92958791.8,20936191.1
"1845","Gilberto Gil",3391876,20918236.6
"1846","Lainey Wilson",4626292.6,20900708.8
"1847","Franz Liszt",6036338.9,20887986.4
"1848","Leo Mattioli",4797414.2,20839556.2
"1849","Berliner Philharmoniker",1810229.6,20782997.5
"1850","Caetano Veloso",4277396.2,20776580.8
"1851","Cascada",31994257.6,20747671.1
"1852","Mayday",25153266.9,20582113.6
